group,site,proteins,protein_count,UniProt ID,Interpro ID,domain
47,P142,AK3,21,Q9UIJ7,IPR000850,Adenylate kinase/UMP-CMP kinase
47,P142,AK3,21,Q9UIJ7,IPR006259,Adenylate kinase subfamily
47,P142,AK3,21,Q9UIJ7,IPR007862,"Adenylate kinase, active site lid domain"
47,P142,AK3,21,Q9UIJ7,IPR027417,P-loop containing nucleoside triphosphate hydrolase
47,P142,AK3,21,Q9UIJ7,IPR028586,"Adenylate kinase 3/4, mitochondrial"
47,P142,AK3,21,Q9UIJ7,IPR033690,"Adenylate kinase, conserved site"
47,P142,AK3,21,Q9UIJ7,IPR036193,"Adenylate kinase, active site lid domain superfamily"
47,P142,PTP4A2,21,Q12974,IPR000242,"Tyrosine-specific protein phosphatase, PTPase domain"
47,P142,PTP4A2,21,Q12974,IPR000387,Tyrosine-specific protein phosphatases domain
47,P142,PTP4A2,21,Q12974,IPR003595,"Protein-tyrosine phosphatase, catalytic"
47,P142,PTP4A2,21,Q12974,IPR020422,Dual specificity protein phosphatase domain
47,P142,PTP4A2,21,Q12974,IPR029021,Protein-tyrosine phosphatase-like
47,P142,DYNC1I2,21,Q13409,IPR001680,WD40 repeat
47,P142,DYNC1I2,21,Q13409,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
47,P142,DYNC1I2,21,Q13409,IPR025956,Cytoplasmic dynein 1 intermediate chain 1/2
47,P142,DYNC1I2,21,Q13409,IPR036322,WD40-repeat-containing domain superfamily
47,P142,NDUFB10,21,O96000,IPR019377,"NADH-ubiquinone oxidoreductase, subunit 10"
47,P142,NDUFB10,21,O96000,IPR039993,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
47,P142,TRMT10C,21,Q7L0Y3,IPR007356,"tRNA (guanine-N1-)-methyltransferase, eukaryotic"
47,P142,TRMT10C,21,Q7L0Y3,IPR016009,tRNA methyltransferase TRMD/TRM10-type domain
47,P142,TRMT10C,21,Q7L0Y3,IPR025812,"tRNA methyltransferase 10 homolog C, TRM10-type domain"
47,P142,TRMT10C,21,Q7L0Y3,IPR028564,tRNA methyltransferase TRM10-type domain
47,P142,TRMT10C,21,Q7L0Y3,IPR038459,tRNA methyltransferase TRM10-type domain superfamily
48,P144,SF3B3,31,Q15393,IPR004871,"Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
48,P144,SF3B3,31,Q15393,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
48,P144,SF3B3,31,Q15393,IPR018846,"Cleavage/polyadenylation specificity factor, A subunit, N-terminal"
48,P144,SF3B3,31,Q15393,IPR036322,WD40-repeat-containing domain superfamily
48,P144,ITGA11,31,Q9UKX5,IPR000413,Integrin alpha chain
48,P144,ITGA11,31,Q9UKX5,IPR002035,"von Willebrand factor, type A"
48,P144,ITGA11,31,Q9UKX5,IPR013517,FG-GAP repeat
48,P144,ITGA11,31,Q9UKX5,IPR013519,Integrin alpha beta-propellor
48,P144,ITGA11,31,Q9UKX5,IPR013649,"Integrin alpha, first immunoglubulin-like domain"
48,P144,ITGA11,31,Q9UKX5,IPR028994,"Integrin alpha, N-terminal"
48,P144,ITGA11,31,Q9UKX5,IPR032695,Integrin domain superfamily
48,P144,ITGA11,31,Q9UKX5,IPR036465,von Willebrand factor A-like domain superfamily
48,P144,ITGA11,31,Q9UKX5,IPR048285,"Integrin alpha, second immunoglobulin-like domain"
48,P144,PPP1CA,31,P62136,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
48,P144,PPP1CA,31,P62136,IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
48,P144,PPP1CA,31,P62136,IPR029052,Metallo-dependent phosphatase-like
48,P144,PPP1CA,31,P62136,IPR031675,"Serine-threonine protein phosphatase, N-terminal"
48,P144,TUSC3,31,Q13454,IPR021149,"Oligosaccharyl transferase complex, subunit OST3/OST6"
48,P144,TUSC3,31,Q13454,IPR036249,Thioredoxin-like superfamily
48,P144,ACAT1,31,P24752,IPR002155,Thiolase
48,P144,ACAT1,31,P24752,IPR016039,Thiolase-like
48,P144,ACAT1,31,P24752,IPR020610,"Thiolase, active site"
48,P144,ACAT1,31,P24752,IPR020613,"Thiolase, conserved site"
48,P144,ACAT1,31,P24752,IPR020615,"Thiolase, acyl-enzyme intermediate active site"
48,P144,ACAT1,31,P24752,IPR020616,"Thiolase, N-terminal"
48,P144,ACAT1,31,P24752,IPR020617,"Thiolase, C-terminal"
48,P144,GNB2L1,31,P63244,IPR001680,WD40 repeat
48,P144,GNB2L1,31,P63244,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
48,P144,GNB2L1,31,P63244,IPR019775,"WD40 repeat, conserved site"
48,P144,GNB2L1,31,P63244,IPR020472,G-protein beta WD-40 repeat
48,P144,GNB2L1,31,P63244,IPR036322,WD40-repeat-containing domain superfamily
48,P144,GNB2L1,31,P63244,IPR045223,Small ribosomal subunit protein RACK1-like
48,P144,TMEM209,31,Q96SK2,IPR019176,Cytochrome B561-related
48,P144,NFXL1,31,Q6ZNB6,IPR000967,"Zinc finger, NF-X1-type"
48,P144,NFXL1,31,Q6ZNB6,IPR001841,"Zinc finger, RING-type"
48,P144,NFXL1,31,Q6ZNB6,IPR034078,Transcription factor NFX1 family
48,P144,CLTA,31,P09496,IPR000996,Clathrin light chain
48,P144,DCBLD2,31,Q96PD2,IPR000421,Coagulation factor 5/8 C-terminal domain
48,P144,DCBLD2,31,Q96PD2,IPR000859,CUB domain
48,P144,DCBLD2,31,Q96PD2,IPR004043,LCCL domain
48,P144,DCBLD2,31,Q96PD2,IPR008979,Galactose-binding-like domain superfamily
48,P144,DCBLD2,31,Q96PD2,IPR035914,"Spermadhesin, CUB domain superfamily"
48,P144,DCBLD2,31,Q96PD2,IPR036609,LCCL domain superfamily
48,P144,SNRNP40,31,Q96DI7,IPR001680,WD40 repeat
48,P144,SNRNP40,31,Q96DI7,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
48,P144,SNRNP40,31,Q96DI7,IPR019775,"WD40 repeat, conserved site"
48,P144,SNRNP40,31,Q96DI7,IPR020472,G-protein beta WD-40 repeat
48,P144,SNRNP40,31,Q96DI7,IPR036322,WD40-repeat-containing domain superfamily
48,P144,RPL26L1,31,Q9UNX3,IPR005756,"Large ribosomal subunit protein uL24, eukaryotic/archaeal"
48,P144,RPL26L1,31,Q9UNX3,IPR005824,KOW
48,P144,RPL26L1,31,Q9UNX3,IPR005825,"Large ribosomal subunit protein uL24, conserved site"
48,P144,RPL26L1,31,Q9UNX3,IPR008991,Translation protein SH3-like domain superfamily
48,P144,RPL26L1,31,Q9UNX3,IPR014722,"Large ribosomal subunit protein uL2, domain 2"
48,P144,RPL26L1,31,Q9UNX3,IPR041988,"Large ribosomal subunit protein uL24, KOW domain"
48,P144,UBQLN1,31,Q9UMX0,IPR000626,Ubiquitin-like domain
48,P144,UBQLN1,31,Q9UMX0,IPR006636,Heat shock chaperonin-binding
48,P144,UBQLN1,31,Q9UMX0,IPR009060,UBA-like superfamily
48,P144,UBQLN1,31,Q9UMX0,IPR015496,Ubiquilin
48,P144,UBQLN1,31,Q9UMX0,IPR015940,Ubiquitin-associated domain
48,P144,UBQLN1,31,Q9UMX0,IPR029071,Ubiquitin-like domain superfamily
48,P144,C1GALT1,31,Q9NS00,IPR003378,"Fringe-like, glycosyltransferase domain"
48,P144,C1GALT1,31,Q9NS00,IPR026050,C1GALT1/C1GALT1-specific chaperone 1
48,P144,POM121C,31,A8CG34,IPR026054,Nuclear pore complex protein
48,P144,TLN1,31,Q9Y490,IPR000299,FERM domain
48,P144,TLN1,31,Q9Y490,IPR002558,I/LWEQ domain
48,P144,TLN1,31,Q9Y490,IPR011993,PH-like domain superfamily
48,P144,TLN1,31,Q9Y490,IPR014352,FERM/acyl-CoA-binding protein superfamily
48,P144,TLN1,31,Q9Y490,IPR015009,Vinculin-binding site-containing domain
48,P144,TLN1,31,Q9Y490,IPR015224,"Talin, central"
48,P144,TLN1,31,Q9Y490,IPR019747,FERM conserved site
48,P144,TLN1,31,Q9Y490,IPR019748,FERM central domain
48,P144,TLN1,31,Q9Y490,IPR019749,Band 4.1 domain
48,P144,TLN1,31,Q9Y490,IPR029071,Ubiquitin-like domain superfamily
48,P144,TLN1,31,Q9Y490,IPR032425,"Talin, N-terminal F0 domain"
48,P144,TLN1,31,Q9Y490,IPR035963,"FERM superfamily, second domain"
48,P144,TLN1,31,Q9Y490,IPR035964,I/LWEQ domain superfamily
48,P144,TLN1,31,Q9Y490,IPR036476,"Talin, central domain superfamily"
48,P144,TLN1,31,Q9Y490,IPR036723,Alpha-catenin/vinculin-like superfamily
48,P144,TLN1,31,Q9Y490,IPR037438,"Talin-1/2, rod-segment"
48,P144,TLN1,31,Q9Y490,IPR049108,"Talin, R4 domain"
48,P144,GGCX,31,P38435,IPR007782,Vitamin K-dependent gamma-carboxylase
48,P144,GGCX,31,P38435,IPR011020,HTTM
48,P144,GGCX,31,P38435,IPR011051,RmlC-like cupin domain superfamily
48,P144,GGCX,31,P38435,IPR014710,RmlC-like jelly roll fold
48,P144,NCEH1,31,Q6PIU2,IPR013094,Alpha/beta hydrolase fold-3
48,P144,NCEH1,31,Q6PIU2,IPR017157,Arylacetamide deacetylase
48,P144,NCEH1,31,Q6PIU2,IPR029058,Alpha/Beta hydrolase fold
48,P144,NCEH1,31,Q6PIU2,IPR033140,"Lipase, GDXG, putative serine active site"
48,P144,ANKLE2,31,Q86XL3,IPR002110,Ankyrin repeat
48,P144,ANKLE2,31,Q86XL3,IPR003887,LEM domain
48,P144,ANKLE2,31,Q86XL3,IPR011015,LEM/LEM-like domain superfamily
48,P144,ANKLE2,31,Q86XL3,IPR011320,"Ribonuclease H1, N-terminal"
48,P144,ANKLE2,31,Q86XL3,IPR035006,"Ankyrin repeat and LEM domain-containing protein 2, LEM domain"
48,P144,ANKLE2,31,Q86XL3,IPR036770,Ankyrin repeat-containing domain superfamily
48,P144,ANKLE2,31,Q86XL3,IPR037056,"Ribonuclease H1, N-terminal domain superfamily"
48,P144,DNAJC10,31,Q8IXB1,IPR001623,DnaJ domain
48,P144,DNAJC10,31,Q8IXB1,IPR013766,Thioredoxin domain
48,P144,DNAJC10,31,Q8IXB1,IPR017937,"Thioredoxin, conserved site"
48,P144,DNAJC10,31,Q8IXB1,IPR021170,DnaJ homologue subfamily C member 10
48,P144,DNAJC10,31,Q8IXB1,IPR035673,"ERdj5, first thioredoxin domain"
48,P144,DNAJC10,31,Q8IXB1,IPR035674,"ERdj5, C-terminal thioredoxin domain"
48,P144,DNAJC10,31,Q8IXB1,IPR036249,Thioredoxin-like superfamily
48,P144,DNAJC10,31,Q8IXB1,IPR036869,Chaperone J-domain superfamily
48,P144,RAB23,31,Q9ULC3,IPR001806,Small GTPase
48,P144,RAB23,31,Q9ULC3,IPR005225,Small GTP-binding protein domain
48,P144,RAB23,31,Q9ULC3,IPR027417,P-loop containing nucleoside triphosphate hydrolase
48,P144,RAB23,31,Q9ULC3,IPR034114,Ras-related protein Rab-23
48,P144,RBM34,31,P42696,IPR000504,RNA recognition motif domain
48,P144,RBM34,31,P42696,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
48,P144,RBM34,31,P42696,IPR034221,"RBM34, RNA recognition motif 2"
48,P144,RBM34,31,P42696,IPR035979,RNA-binding domain superfamily
48,P144,YWHAH,31,Q04917,IPR000308,14-3-3 protein
48,P144,YWHAH,31,Q04917,IPR023409,"14-3-3 protein, conserved site"
48,P144,YWHAH,31,Q04917,IPR023410,14-3-3 domain
48,P144,YWHAH,31,Q04917,IPR036815,14-3-3 domain superfamily
48,P144,GPNMB,31,Q14956,IPR000601,PKD domain
48,P144,GPNMB,31,Q14956,IPR013783,Immunoglobulin-like fold
48,P144,GPNMB,31,Q14956,IPR022409,PKD/Chitinase domain
48,P144,GPNMB,31,Q14956,IPR035986,PKD domain superfamily
48,P144,GPNMB,31,Q14956,IPR045219,PKD- and KLD-Associated Transmembrane
48,P144,GPNMB,31,Q14956,IPR046846,"PKAT, KLD domain"
48,P144,PRKCSH,31,P14314,IPR002048,EF-hand domain
48,P144,PRKCSH,31,P14314,IPR009011,Mannose-6-phosphate receptor binding domain superfamily
48,P144,PRKCSH,31,P14314,IPR011992,EF-hand domain pair
48,P144,PRKCSH,31,P14314,IPR018247,"EF-Hand 1, calcium-binding site"
48,P144,PRKCSH,31,P14314,IPR028146,"Glucosidase II beta subunit, N-terminal"
48,P144,PRKCSH,31,P14314,IPR036055,LDL receptor-like superfamily
48,P144,PRKCSH,31,P14314,IPR036607,Glucosidase 2 subunit beta-like
48,P144,PRKCSH,31,P14314,IPR039794,Glucosidase II beta subunit-like
48,P144,PRKCSH,31,P14314,IPR044865,MRH domain
48,P144,GPR143,31,P51810,IPR001414,G-protein coupled receptor 143
48,P144,SCAMP1,31,,,
48,P144,MRPS21,31,P82921,IPR001911,Small ribosomal subunit protein bS21
48,P144,MRPS21,31,P82921,IPR038380,Small ribosomal subunit protein bS21 superfamily
48,P144,GAS6,31,Q14393,IPR000152,EGF-type aspartate/asparagine hydroxylation site
48,P144,GAS6,31,Q14393,IPR000294,Gamma-carboxyglutamic acid-rich (GLA) domain
48,P144,GAS6,31,Q14393,IPR000742,EGF-like domain
48,P144,GAS6,31,Q14393,IPR001791,Laminin G domain
48,P144,GAS6,31,Q14393,IPR001881,EGF-like calcium-binding domain
48,P144,GAS6,31,Q14393,IPR009030,Growth factor receptor cysteine-rich domain superfamily
48,P144,GAS6,31,Q14393,IPR013032,"EGF-like, conserved site"
48,P144,GAS6,31,Q14393,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily
48,P144,GAS6,31,Q14393,IPR017857,"Coagulation factor-like, Gla domain superfamily"
48,P144,GAS6,31,Q14393,IPR018097,"EGF-like calcium-binding, conserved site"
48,P144,GAS6,31,Q14393,IPR026823,Complement Clr-like EGF domain
48,P144,GAS6,31,Q14393,IPR035972,Gamma-carboxyglutamic acid-rich (GLA) domain superfamily
48,P144,GAS6,31,Q14393,IPR049883,NOTCH1 EGF-like calcium-binding domain
48,P144,MRPS18B,31,Q9Y676,IPR001648,Small ribosomal subunit protein bS18
48,P144,MRPS18B,31,Q9Y676,IPR036870,Small ribosomal subunit protein bS18 superfamily
48,P144,MRPS18B,31,Q9Y676,IPR040054,Small ribosomal subunit protein mS40
48,P144,SRRT,31,Q9BXP5,IPR007042,"SERRATE/Ars2 , C-terminal"
48,P144,SRRT,31,Q9BXP5,IPR021933,"SERRATE/Ars2, N-terminal"
48,P144,SRRT,31,Q9BXP5,IPR035979,RNA-binding domain superfamily
48,P144,SRRT,31,Q9BXP5,IPR039727,SERRATE/Ars2
49,P145,ATP6V1G1,7,O75348,IPR005124,Vacuolar (H+)-ATPase G subunit
49,P145,MYH2,7,Q9UKX2,IPR000048,"IQ motif, EF-hand binding site"
49,P145,MYH2,7,Q9UKX2,IPR001609,"Myosin head, motor domain"
49,P145,MYH2,7,Q9UKX2,IPR002928,Myosin tail
49,P145,MYH2,7,Q9UKX2,IPR004009,"Myosin, N-terminal, SH3-like"
49,P145,MYH2,7,Q9UKX2,IPR008989,"Myosin S1 fragment, N-terminal"
49,P145,MYH2,7,Q9UKX2,IPR014751,"DNA repair protein XRCC4-like, C-terminal"
49,P145,MYH2,7,Q9UKX2,IPR027417,P-loop containing nucleoside triphosphate hydrolase
49,P145,MYH2,7,Q9UKX2,IPR036961,Kinesin motor domain superfamily
49,P145,ROMO1,7,P60602,IPR018450,Romo1/Mgr2
49,P145,PPOX,7,P50336,IPR002937,Amine oxidase
49,P145,PPOX,7,P50336,IPR004572,Protoporphyrinogen oxidase
49,P145,PPOX,7,P50336,IPR036188,FAD/NAD(P)-binding domain superfamily
49,P145,HTATSF1,7,O43719,IPR000504,RNA recognition motif domain
49,P145,HTATSF1,7,O43719,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
49,P145,HTATSF1,7,O43719,IPR034392,"TatSF1-like, RNA recognition motif 1"
49,P145,HTATSF1,7,O43719,IPR034393,TatSF1-like
49,P145,HTATSF1,7,O43719,IPR035979,RNA-binding domain superfamily
49,P145,USO1,7,O60763,IPR000225,Armadillo
49,P145,USO1,7,O60763,IPR006953,"Vesicle tethering protein Uso1/P115-like, head domain"
49,P145,USO1,7,O60763,IPR006955,"Uso1/p115-like vesicle tethering protein, C-terminal"
49,P145,USO1,7,O60763,IPR011989,Armadillo-like helical
49,P145,USO1,7,O60763,IPR016024,Armadillo-type fold
49,P145,USO1,7,O60763,IPR041209,"Vesicle tethering protein p115, armadillo tether-repeat"
49,P145,ALDH1B1,7,P30837,IPR015590,Aldehyde dehydrogenase domain
49,P145,ALDH1B1,7,P30837,IPR016160,"Aldehyde dehydrogenase, cysteine active site"
49,P145,ALDH1B1,7,P30837,IPR016161,Aldehyde/histidinol dehydrogenase
49,P145,ALDH1B1,7,P30837,IPR016162,"Aldehyde dehydrogenase, N-terminal"
49,P145,ALDH1B1,7,P30837,IPR016163,"Aldehyde dehydrogenase, C-terminal"
49,P145,ALDH1B1,7,P30837,IPR029510,"Aldehyde dehydrogenase, glutamic acid active site"
50,P146,PYCRL,16,Q53H96,IPR000304,Pyrroline-5-carboxylate reductase
50,P146,PYCRL,16,Q53H96,IPR008927,"6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily"
50,P146,PYCRL,16,Q53H96,IPR028939,"Pyrroline-5-carboxylate reductase, catalytic, N-terminal"
50,P146,PYCRL,16,Q53H96,IPR029036,"Pyrroline-5-carboxylate reductase, dimerisation domain"
50,P146,PYCRL,16,Q53H96,IPR036291,NAD(P)-binding domain superfamily
50,P146,ITPR2,16,Q14571,IPR000493,"Inositol 1,4,5-trisphosphate receptor"
50,P146,ITPR2,16,Q14571,IPR000699,RIH domain
50,P146,ITPR2,16,Q14571,IPR005821,Ion transport domain
50,P146,ITPR2,16,Q14571,IPR013662,RyR/IP3R Homology associated domain
50,P146,ITPR2,16,Q14571,IPR014821,"Inositol 1,4,5-trisphosphate/ryanodine receptor"
50,P146,ITPR2,16,Q14571,IPR015925,"Ryanodine/Inositol 1,4,5-trisphosphate receptor"
50,P146,ITPR2,16,Q14571,IPR016024,Armadillo-type fold
50,P146,ITPR2,16,Q14571,IPR016093,MIR motif
50,P146,ITPR2,16,Q14571,IPR035910,"RyR/IP3 receptor binding core, RIH domain superfamily"
50,P146,ITPR2,16,Q14571,IPR036300,Mir domain superfamily
50,P146,RBM10,16,P98175,IPR000467,G-patch domain
50,P146,RBM10,16,P98175,IPR000504,RNA recognition motif domain
50,P146,RBM10,16,P98175,IPR001876,"Zinc finger, RanBP2-type"
50,P146,RBM10,16,P98175,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
50,P146,RBM10,16,P98175,IPR013087,Zinc finger C2H2-type
50,P146,RBM10,16,P98175,IPR034992,"RNA-binding protein 10, RNA recognition motif 2"
50,P146,RBM10,16,P98175,IPR035618,"RBM10, OCRE domain"
50,P146,RBM10,16,P98175,IPR035979,RNA-binding domain superfamily
50,P146,RBM10,16,P98175,IPR036443,"Zinc finger, RanBP2-type superfamily"
50,P146,RBM10,16,P98175,IPR041591,OCRE domain
50,P146,CDK2,16,P24941,IPR000719,Protein kinase domain
50,P146,CDK2,16,P24941,IPR008271,"Serine/threonine-protein kinase, active site"
50,P146,CDK2,16,P24941,IPR011009,Protein kinase-like domain superfamily
50,P146,CDK2,16,P24941,IPR017441,"Protein kinase, ATP binding site"
50,P146,TCF25,16,Q9BQ70,IPR006994,TCF25/Rqc1
50,P146,TCF25,16,Q9BQ70,IPR011990,Tetratricopeptide-like helical domain superfamily
50,P146,FXR1,16,P51114,IPR004087,K Homology domain
50,P146,FXR1,16,P51114,IPR004088,"K Homology domain, type 1"
50,P146,FXR1,16,P51114,IPR008395,Agenet-like domain
50,P146,FXR1,16,P51114,IPR022034,"Fragile X messenger ribonucleoprotein 1-like, C-terminal core"
50,P146,FXR1,16,P51114,IPR032172,"Fragile X-related protein 1, C-terminal region 1"
50,P146,FXR1,16,P51114,IPR032177,"Fragile X-related 1 protein, C-terminal region 3"
50,P146,FXR1,16,P51114,IPR036612,"K Homology domain, type 1 superfamily"
50,P146,FXR1,16,P51114,IPR040148,Fragile X messenger ribonucleoprotein 1
50,P146,FXR1,16,P51114,IPR040472,"Synaptic functional regulator FMRP, KH0 domain"
50,P146,FXR1,16,P51114,IPR041560,"FMR1, tudor domain"
50,P146,FXR1,16,P51114,IPR047425,"RNA-binding protein FXR1, first Tudor-like Agenet domain"
50,P146,FXR1,16,P51114,IPR047427,"RNA-binding protein FXR1, second Tudor-like Agenet domain"
50,P146,FXR1,16,P51114,IPR047494,"RNA-binding protein FXR1, first type I K homology domain"
50,P146,FXR1,16,P51114,IPR047495,"RNA-binding protein FXR1, second type I K homology domain"
50,P146,FXR1,16,P51114,IPR047496,"RNA-binding protein FXR2, third type I K homology domain"
50,P146,CTSA,16,P10619,IPR001563,"Peptidase S10, serine carboxypeptidase"
50,P146,CTSA,16,P10619,IPR018202,"Serine carboxypeptidase, serine active site"
50,P146,CTSA,16,P10619,IPR029058,Alpha/Beta hydrolase fold
50,P146,CTSA,16,P10619,IPR033124,"Serine carboxypeptidases, histidine active site"
50,P146,DNMBP,16,Q6XZF7,IPR000219,Dbl homology (DH) domain
50,P146,DNMBP,16,Q6XZF7,IPR001331,"Guanine-nucleotide dissociation stimulator, CDC24, conserved site"
50,P146,DNMBP,16,Q6XZF7,IPR001452,SH3 domain
50,P146,DNMBP,16,Q6XZF7,IPR004148,BAR domain
50,P146,DNMBP,16,Q6XZF7,IPR027267,AH/BAR domain superfamily
50,P146,DNMBP,16,Q6XZF7,IPR035817,"Dynamin-binding protein, first N-terminal SH3 domain"
50,P146,DNMBP,16,Q6XZF7,IPR035818,"Dynamin-binding protein, second N-terminal SH3 domain"
50,P146,DNMBP,16,Q6XZF7,IPR035819,"Dynamin-binding protein, third N-terminal SH3 domain"
50,P146,DNMBP,16,Q6XZF7,IPR035820,"Dynamin-binding protein, first C-terminal SH3 domain"
50,P146,DNMBP,16,Q6XZF7,IPR035899,Dbl homology (DH) domain superfamily
50,P146,DNMBP,16,Q6XZF7,IPR036028,SH3-like domain superfamily
50,P146,TIMM9,16,Q9Y5J7,IPR004217,Tim10-like
50,P146,TIMM9,16,Q9Y5J7,IPR035427,Tim10-like domain superfamily
50,P146,PDP1,16,Q9P0J1,IPR000222,"PPM-type phosphatase, divalent cation binding"
50,P146,PDP1,16,Q9P0J1,IPR001932,PPM-type phosphatase-like domain
50,P146,PDP1,16,Q9P0J1,IPR015655,Protein phosphatase 2C
50,P146,PDP1,16,Q9P0J1,IPR036457,PPM-type phosphatase-like domain superfamily
50,P146,NXF1,16,Q9UBU9,IPR001611,Leucine-rich repeat
50,P146,NXF1,16,Q9UBU9,IPR002075,Nuclear transport factor 2 domain
50,P146,NXF1,16,Q9UBU9,IPR005637,TAP C-terminal (TAP-C) domain
50,P146,NXF1,16,Q9UBU9,IPR009060,UBA-like superfamily
50,P146,NXF1,16,Q9UBU9,IPR012677,Nucleotide-binding alpha-beta plait domain superfamily
50,P146,NXF1,16,Q9UBU9,IPR015245,"Nuclear RNA export factor Tap, RNA-binding domain"
50,P146,NXF1,16,Q9UBU9,IPR018222,"Nuclear transport factor 2, eukaryote"
50,P146,NXF1,16,Q9UBU9,IPR030217,Nuclear RNA export factor
50,P146,NXF1,16,Q9UBU9,IPR032675,Leucine-rich repeat domain superfamily
50,P146,NXF1,16,Q9UBU9,IPR032710,NTF2-like domain superfamily
50,P146,NXF1,16,Q9UBU9,IPR035979,RNA-binding domain superfamily
50,P146,SUN1,16,O94901,IPR012919,SUN domain
50,P146,SUN1,16,O94901,IPR032680,"SUN domain-containing protein 1, N-terminal"
50,P146,SUN1,16,O94901,IPR040994,SUN coiled coil domain 2
50,P146,SUN1,16,O94901,IPR045119,SUN domain-containing protein 1-5
50,P146,PLEC,16,Q15149,IPR001101,Plectin repeat
50,P146,PLEC,16,Q15149,IPR001452,SH3 domain
50,P146,PLEC,16,Q15149,IPR001589,"Actinin-type actin-binding domain, conserved site"
50,P146,PLEC,16,Q15149,IPR001715,Calponin homology domain
50,P146,PLEC,16,Q15149,IPR005326,"Plectin/eS10, N-terminal"
50,P146,PLEC,16,Q15149,IPR018159,Spectrin/alpha-actinin
50,P146,PLEC,16,Q15149,IPR035915,Plakin repeat superfamily
50,P146,PLEC,16,Q15149,IPR036388,Winged helix-like DNA-binding domain superfamily
50,P146,PLEC,16,Q15149,IPR036872,CH domain superfamily
50,P146,PLEC,16,Q15149,IPR041573,"Desmoplakin, spectrin-like domain"
50,P146,PLEC,16,Q15149,IPR041615,"Desmoplakin, SH3 domain"
50,P146,PLEC,16,Q15149,IPR043197,Plakin
50,P146,PLEC,16,Q15149,IPR049538,"Plectin-like, spectrin-like repeat"
50,P146,PLGRKT,16,Q9HBL7,IPR019319,Plasminogen receptor (KT)
50,P146,OSBPL3,16,Q9H4L5,IPR000648,Oxysterol-binding protein
50,P146,OSBPL3,16,Q9H4L5,IPR001849,Pleckstrin homology domain
50,P146,OSBPL3,16,Q9H4L5,IPR011993,PH-like domain superfamily
50,P146,OSBPL3,16,Q9H4L5,IPR018494,"Oxysterol-binding protein, conserved site"
50,P146,OSBPL3,16,Q9H4L5,IPR037239,Oxysterol-binding protein superfamily
50,P146,OSBPL3,16,Q9H4L5,IPR041680,Pleckstrin homology domain 8
50,P146,DYNLL1,16,P63167,IPR001372,"Dynein light chain, type 1/2"
50,P146,DYNLL1,16,P63167,IPR019763,"Dynein light chain, type 1/2, conserved site"
50,P146,DYNLL1,16,P63167,IPR037177,Dynein light chain superfamily
51,P147,ATP5J,3,P18859,IPR008387,"ATP synthase-coupling factor 6, mitochondrial"
51,P147,ATP5J,3,P18859,IPR036204,"ATP synthase-coupling factor 6 superfamily, mitochondrial"
51,P147,MYO6,3,Q9UM54,IPR001609,"Myosin head, motor domain"
51,P147,MYO6,3,Q9UM54,IPR004009,"Myosin, N-terminal, SH3-like"
51,P147,MYO6,3,Q9UM54,IPR008989,"Myosin S1 fragment, N-terminal"
51,P147,MYO6,3,Q9UM54,IPR027417,P-loop containing nucleoside triphosphate hydrolase
51,P147,MYO6,3,Q9UM54,IPR032412,"Myosin VI, cargo binding domain"
51,P147,MYO6,3,Q9UM54,IPR036114,"Class VI myosin, motor domain"
51,P147,MYO6,3,Q9UM54,IPR036961,Kinesin motor domain superfamily
51,P147,MYO6,3,Q9UM54,IPR049016,"Myosin VI, lever arm"
51,P147,NDUFS8,3,O00217,IPR010226,"NADH-quinone oxidoreductase, chain I"
51,P147,NDUFS8,3,O00217,IPR017896,"4Fe-4S ferredoxin-type, iron-sulphur binding domain"
51,P147,NDUFS8,3,O00217,IPR017900,"4Fe-4S ferredoxin, iron-sulphur binding, conserved site"
52,P148,RNF121,4,Q9H920,IPR001841,"Zinc finger, RING-type"
52,P148,RNF121,4,Q9H920,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
52,P148,RNF121,4,Q9H920,IPR040176,RING finger protein RNF121/RNF175
52,P148,FAM219B,4,Q5XKK7,IPR029339,Protein FAM219
52,P148,BRD9,4,Q9H8M2,IPR001487,Bromodomain
52,P148,BRD9,4,Q9H8M2,IPR021900,Protein of unknown function DUF3512
52,P148,BRD9,4,Q9H8M2,IPR036427,Bromodomain-like superfamily
52,P148,HSP90AB1,4,P08238,IPR001404,Heat shock protein Hsp90 family
52,P148,HSP90AB1,4,P08238,IPR003594,Histidine kinase/HSP90-like ATPase
52,P148,HSP90AB1,4,P08238,IPR019805,"Heat shock protein Hsp90, conserved site"
52,P148,HSP90AB1,4,P08238,IPR020568,Ribosomal protein uS5 domain 2-type superfamily
